image,avg-shannon20-80,avg-shannon-nan20-80,avg-shannon80-160,avg-shannon-nan80-160,avg-shannon160-240,avg-shannon-nan160-240,first_order-shannon,edge-density
E-M-A-3.png,3.4326926220681764,3.4326926220681764,3.5975026185786754,3.5975026185786754,3.712048945443608,3.712048945443608,3.341937587612275,135.93389571574104
E-R-N-32.png,4.275435928561892,4.275435928561892,4.347711525482329,4.347711525482329,4.269516057080905,4.269516057080905,3.879461185388048,121.22366534928622
Screenshot 2023-11-19 at 22.00.22-2.png,4.425965863617516,4.425965863617516,4.478613331664813,4.478613331664813,4.415473779734752,4.415473779734752,4.4315296718561665,91.6832115594886
