image,avg-shannon20- 80,avg-shannon80-160,avg-shannon-nan20- 80,avg-shannon-nan80-160,first_order-shannon,edge-density
E-M-A-3.png,4.5237,4.5237,4.5358,4.5358,4.5356,4.5356,4.0846,135.8028
E-R-N-32.png,4.5455,4.5455,4.5524,4.5524,4.5513,4.5513,4.2704,121.3117
Screenshot 2023-11-19 at 22.00.22-2.png,4.4789,4.4789,4.5018,4.5018,4.4898,4.4898,4.4373,91.5854
